video_id,comment
KGn-erOG-Bs,"Lyrics 
Aafat Mere Gale Padhi
Demande Aati Badi-Badi
Pee Jaati Hai Khadi Khadi

Kyun Maange Chori laal pari


One Thing I’m For Sure Buddy
Daaru Ki Mujhe Todh Chadhi
Pee Jaungi Khadi Khadi
Mangwa Do Koi Mujhe Laal Pari

Laal Pari, Laal Pari, Laal Pari
Laal Pari, Laal Pari, Laal Pari
Mangwa Do Mujhko Laal Pari


Laal Pari, Laal Pari, Laal Pari
Laal Pari, Laal Pari, Laal Pari
Mangwa Do Mujhko Laal Pari


One Thing I'm For Sure Buddy
Daaru Ki Mujhe Todh Chadhi
Pee Jaungi Khadi Khadi
Mangwa Do Koi Mujhe Laal Pari


Mera Ranjha Botal Kholega Koi Na
Beech Mein Bolega
Chahe Mujhko Laal Badi
Mangwade Fir Bhi Laal Badi

Dil Jaave Mera Pigal Pigal Pigal
Jad Kardi Tu Wiggle Wiggle Wiggle
Pee Jaavan Tainu Neat laake
Jiven Malt Tu Single Single Single
Je Tu Malt Ae Single Single Single
Fir Main Bhi haa Single Single Single

Kara Tainu Godi Bitha Ke Gudgudiyan
Tingle Tingle Tingle
Lain De Single Tingle Peace
Jad Mainu Kar Di Tease
Seene Wich Machdi Cheez


I’m From Punjab Police
Freeze
Put Your Hands Up And Freeze
Put Your Hands Up And Freeze
Put Your Hands Up And Freeze
I’m From Punjab Police

One Thing I'm For Sure Buddy
Daaru Ki Mujhe Todh Chadhi
Pee Jaungi Khadi Khadi
Mangwa Do Koi Mujhe Laal Pari

Laal Pari, Laal Pari, Laal Pari
Laal Pari, Laal Pari, Laal Pari
Mangwa Do Mujhko Laal Pari"
KGn-erOG-Bs,"*Yo yo Honey singh*
Must be in starting of song"
KGn-erOG-Bs,Missing Kriti sanon 😢
KGn-erOG-Bs,Very Nice Song ❤️🔥🫶
KGn-erOG-Bs,Oppss..
KGn-erOG-Bs,Pura ka pura bollywood industry in one song lall pari song
KGn-erOG-Bs,"Lall pari song is 😈😈💀💀☠️☠️🔥🔥🔥🔥
But  after  the lall pari song is lanched garmi song be like me to chutia hun yaar lall pari song ke samne 🫨🫨😵‍💫😵‍💫😢😢😢😢😥😥     Yo yo honey Singh is 🔥🔥🔥🔥💀💀
Badsah after yo yo honey Singh comeback be like 😷🤕🤕🤧🤧😵‍💫😵‍💫😭😭"
KGn-erOG-Bs,Sounding like Garmi song
KGn-erOG-Bs,Mangwado Mujh ko laal pari🔥💥🔥🇮🇳100 / million hoga
KGn-erOG-Bs,1M. likes complete kardo guys bahut pass hai 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥
KGn-erOG-Bs,Awesome👍👏👏👏👏
KGn-erOG-Bs,Lalparisong
KGn-erOG-Bs,🤮🤮🤮🤮
KGn-erOG-Bs,❤
KGn-erOG-Bs,🎉🎉🎉
KGn-erOG-Bs,Housefull setting standards after every sequel 🔥❤
KGn-erOG-Bs,bluetooth aura is back
KGn-erOG-Bs,60 Million Views😱 Laal Pari🍾
KGn-erOG-Bs,Kaun-kaun yahan Instagram se aaya hai😂
KGn-erOG-Bs,Lal pari nice song🎉
KGn-erOG-Bs,🔥🔥🔥🔥
KGn-erOG-Bs,🎉🎉🎉
KGn-erOG-Bs,❤❤
KGn-erOG-Bs,❤❤
KGn-erOG-Bs,❤❤
KGn-erOG-Bs,❤
KGn-erOG-Bs,❤
KGn-erOG-Bs,❤❤
KGn-erOG-Bs,❤❤❤
KGn-erOG-Bs,❤❤❤❤
KGn-erOG-Bs,❤❤❤❤❤
KGn-erOG-Bs,Malayalikal undo?
KGn-erOG-Bs,I love this song❤❤❤❤❤😊😊😊😊😊
KGn-erOG-Bs,19 days and it’s trending on #1
KGn-erOG-Bs,Bluetooth king
KGn-erOG-Bs,What a crap song. Utter disgrace.
KGn-erOG-Bs,Yo yo sir Punjab police Sanju baba police wale honge movie 🎉🎉🎉🎉🎉
KGn-erOG-Bs,1:40 jackline superb ❤
KGn-erOG-Bs,who thinks sonam looks more hot than other hac and nargis?
KGn-erOG-Bs,100 Milloon soon guys🔥🔥🔥🥳
KGn-erOG-Bs,"मार्केट ने इतनी अच्छी अच्छी शराब है, लेकिन ये 70 रुपए वाली लालपरी की ऐसी क्या जरूरत पड़ गई।"
KGn-erOG-Bs,yo-yo honey paji❤❤❤❤❤
KGn-erOG-Bs,Ye big boss wali doctor isme kya kar rahi h😮
KGn-erOG-Bs,"""Yo Yo Honey Singh is back with a bang! 'Laal Pari' totally sets the vibe on fire! The beats, the style, the energy – everything is just superhit! Definitely a song to dance to!"" ❤🎉🎉 🎉"
KGn-erOG-Bs,Yo yo honey Singh ♥️🙏 to bol de
KGn-erOG-Bs,The hook step🙌
KGn-erOG-Bs,Next 💣 from bollywood
KGn-erOG-Bs,It was magic when honey Singh started to rap.
KGn-erOG-Bs,King yoyohoneysingh ❤❤
KGn-erOG-Bs,Kiya gaatiya gaana . Ajkal ka gaana meh na Shir hai na pao
KGn-erOG-Bs,Thanks for 50 subscriber's 😅❤
KGn-erOG-Bs,Aujla looking handsome then Vicky
KGn-erOG-Bs,Who watching 2026😂
KGn-erOG-Bs,"0:01 & 2:00 
old voice is back 

Btw gane ke lyrics ki koi sense nahi mn rahi 😂"
KGn-erOG-Bs,Old honey songs ko aate he yaad krnae laga jata tha school mai gaane Kai liyae dosto Kai bich Mai 😂pr ab toa bkwas rap Gata h like tony Kakkar Jo honey sing fan hongye purane unn logo yae pta chalta hoga 😢
KGn-erOG-Bs,"60 million next 70 million 🎉🎉🎉
Yo Yo honey singh paji 🔥🔥🔥🔥 
Laal pari 💃💃💃💃💃💃💃💃"
KGn-erOG-Bs,60 Million crossed 💥
KGn-erOG-Bs,Bhot asla pure 60 million views
KGn-erOG-Bs,💯💯💯💯💯💯❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥💯💯💯💯👍👍👍👍👍😎😎😎
KGn-erOG-Bs,Thanks for 18 subscribe ❤😅
KGn-erOG-Bs,fantastic item song very nice 🔥🔥🔥🔥🔥🔥👍
KGn-erOG-Bs,Lal Pari
KGn-erOG-Bs,❤❤❤
KGn-erOG-Bs,Yo yo fans please like 👍
KGn-erOG-Bs,1:44 mint mai anewali actresses kon hai?
KGn-erOG-Bs,❤60M
KGn-erOG-Bs,😮😮😮
KGn-erOG-Bs,House full 5 Girls are Fire..🔥🔥 Can't wait to see this in theater...🔥🔥
KGn-erOG-Bs,"Finally not a remix, a fresh song💟"
KGn-erOG-Bs,Simar kaur❤
KGn-erOG-Bs,Super star....❤ coming movie 🎥
KGn-erOG-Bs,Mast hai gana ❤❤❤
KGn-erOG-Bs,"16 साल बाद , मैंने सीखा कि कमेंट में डबल टचिंग पसंद है"
KGn-erOG-Bs,Yo yo Honey Singh always Rock star🎉🎉🎉🎉
KGn-erOG-Bs,Yoi
KGn-erOG-Bs,Badsha vale fan be like 😂
KGn-erOG-Bs,100 MILLION KRAOOO guysss❤
KGn-erOG-Bs,"Ezcept Chingle wingle tingle,
Entire song sung by this unique voice female, don't know why every one praising Yu Yu"
KGn-erOG-Bs,Finally Old Raju Is Back In The Vedio
KGn-erOG-Bs,Lal pari yo yo honey Singha is come back 2:31
KGn-erOG-Bs,😊😊
KGn-erOG-Bs,Honey king
KGn-erOG-Bs,Will Watch this movie only and only for Sonam.
KGn-erOG-Bs,Chitrangada fully ignored
KGn-erOG-Bs,Who's listening 21 May
KGn-erOG-Bs,Sonam bajwa😊❤
KGn-erOG-Bs,when alfaaz on lyrics💀
KGn-erOG-Bs,Wha paji
KGn-erOG-Bs,Music 🔥🔥
KGn-erOG-Bs,60 million views complete ❤️🔥
KGn-erOG-Bs,mujhe vi ek laal pari chahiye.
KGn-erOG-Bs,"Love From Bangladesh 🇧🇩 
Hunny Singh is the Bigg Boss 🎧♥️🤟"
KGn-erOG-Bs,Sonam baajwa❤️🥰 Queen
KGn-erOG-Bs,App ki mehnat rang layi bhai 🎉
KGn-erOG-Bs,naice song
KGn-erOG-Bs,Female voice in this song….Next level
KGn-erOG-Bs,Love this song
KGn-erOG-Bs,Kis kis ne pi he laal pari
KGn-erOG-Bs,Jo subscribe nhi karega wo Kasam se exam me fail ho jayega
KGn-erOG-Bs,❤❤❤
KGn-erOG-Bs,Yo yo paji tussi kamal krte ho yrrr ❤️❤️❤️❤️ female vocalist too did a fab job 😊😊😇😇
KGn-erOG-Bs,6 CR+
KGn-erOG-Bs,"Isko 100 million hone se koi ni skta

Firrr tabahii"
KGn-erOG-Bs,"HoneY Singh 2024 
Glory album Blockbuster 

Now cracking Bollywood music 60 m+"
KGn-erOG-Bs,"60 million 

Power of Hon-Y Singh 🔥 Music"
KGn-erOG-Bs,21 may still trending 2 in Bangladesh ❤🎉
KGn-erOG-Bs,YoYo honey singhaa
KGn-erOG-Bs,Yo yo ❤❤❤
KGn-erOG-Bs,"I am just here for sonam bajwa 
Baki sab k sab locl fzol hy"
KGn-erOG-Bs,Music is OG 😎 HONEY PAAJI ❤❤
KGn-erOG-Bs,What is laal pari?
KGn-erOG-Bs,I love houseful series
KGn-erOG-Bs,This song is one sided dominated by the female artist
KGn-erOG-Bs,Love you 😘❤🎉
KGn-erOG-Bs,Love you Too 😘❤️❤️❤️❤️
KGn-erOG-Bs,Very over acting casting all members Very over acting 🎭
KGn-erOG-Bs,Heavy
KGn-erOG-Bs,Female actors have done far better than their male counterparts.
KGn-erOG-Bs,No 1
KGn-erOG-Bs,Og is back
KGn-erOG-Bs,Old Honey Singh is back 🔥
KGn-erOG-Bs,😊😊
KGn-erOG-Bs,60 mn done babay🎉🎉🎉
KGn-erOG-Bs,Kaun kis ka mal hain kuch samajh nahi a raha hain
KGn-erOG-Bs,Sabar best part 2 tha ab dekhte hai 5 kya karega
KGn-erOG-Bs,Ab koi kisi ko comeback karne ko nahi bolega
KGn-erOG-Bs,🚨  siren ki awaaz 😂😂😂😂😂
KGn-erOG-Bs,Yo Yo The Goat 🤌💯💜
KGn-erOG-Bs,Yo yo era is back ready guys🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉
KGn-erOG-Bs,Sonam Bajwa is fire
KGn-erOG-Bs,❤
KGn-erOG-Bs,❤❤
KGn-erOG-Bs,❤❤❤
KGn-erOG-Bs,❤❤❤❤
KGn-erOG-Bs,Legend entry 2.26 second....❤
KGn-erOG-Bs,❤❤❤❤❤
KGn-erOG-Bs,Faltu movie k faltu spng
KGn-erOG-Bs,Ye purple dress me ladki kon h ❤❤ laal pari
KGn-erOG-Bs,The siran sample used by YYHS O.G🔥💯🗿
KGn-erOG-Bs,Honey Singh ❤❤❤❤
KGn-erOG-Bs,Awesome👍👍👏👏👏
KGn-erOG-Bs,1:45 who is sheee
KGn-erOG-Bs,17day 60M views 🔥🔥😱😱
KGn-erOG-Bs,60✅
KGn-erOG-Bs,"Nice song laapari ,,,,,,,,,,,I love  you  always yoyo"
KGn-erOG-Bs,60 million views completed 🎉
KGn-erOG-Bs,Teaser hi trending meh aagya ❤❤👑✨YO YO
KGn-erOG-Bs,My favorite song li love this song so much ❤
KGn-erOG-Bs,Honey Singh ke aage koi nahi tik sakta chahe mikka ho ya badshah 😂😂
KGn-erOG-Bs,Lal thik hai par housefull 5 i am excited
KGn-erOG-Bs,Kitni bar bhi sunloo Kam h
KGn-erOG-Bs,Yoyo
KGn-erOG-Bs,beats like garmi
KGn-erOG-Bs,Old voice cracy😮❤🎉
KGn-erOG-Bs,Ek song me pura BOLLYWOOD KO LE AAYA BHAI 😊
KGn-erOG-Bs,Main to credit de do
KGn-erOG-Bs,Topi wala seen nikal dalo
KGn-erOG-Bs,"Am I the only one who thinks they took a lot of background dancers for this ?
Can’t even recognise half of the cast because of it"
KGn-erOG-Bs,Apana bhai honey Singh
KGn-erOG-Bs,Kiya song hai yr 🎉🎉🎉🎉🎉
KGn-erOG-Bs,Og honey is back
KGn-erOG-Bs,Sonam please don't waste your tallent in this kinda sh*ty franchise banners
KGn-erOG-Bs,Laal pari ❤❤❤
KGn-erOG-Bs,Mujhko zindagi bhar chahiye laal pair ❤😂😂😊😊😊
KGn-erOG-Bs,Thik h I'm wat shidhu song
KGn-erOG-Bs,Laal pari ko udhaunga
KGn-erOG-Bs,Best yo yo honey singh ❤❤❤❤❤❤❤❤❤❤❤❤❤ my favourite singer ❤❤❤❤❤❤
KGn-erOG-Bs,Yo yo : Old legendary attitude voice and female singer also sing very well
KGn-erOG-Bs,Very good ❤❤
KGn-erOG-Bs,Good song actually but honey singhs part kinda ruins it for me
KGn-erOG-Bs,Ye housefull ki kitni series aayegi 😅
KGn-erOG-Bs,😂😂
KGn-erOG-Bs,Awesome👍👍👏👏
KGn-erOG-Bs,YO YO 😮
KGn-erOG-Bs,YO YO HONEY PAJJI ON TOP OF ALL TIME
KGn-erOG-Bs,Honey Singhhhhhhh is back!!!😊
KGn-erOG-Bs,Still trending #1
KGn-erOG-Bs,I think isme ye log kisi jhoothe case me fasne vale hai
KGn-erOG-Bs,Bhai rap karna chhordo..
KGn-erOG-Bs,2:1  yo yo  myyy gods
KGn-erOG-Bs,Chitrangada is barely there
KGn-erOG-Bs,Peechla 5 Dino sa lagatar repeat 🔁 pa sun rha hon 🥵🥵🥵
KGn-erOG-Bs,"After a long time 
Bollywood made a listenable song 🥳🥳🫶🏻"
KGn-erOG-Bs,Khaendi yo yo honey ❤❤❤
KGn-erOG-Bs,Everything is temporary but “Akhri pasta” is permanent in all houseful  movies 😂
KGn-erOG-Bs,Guys mane bhi banye ha is pa reel please 🥺 spot me 😢
KGn-erOG-Bs,❤❤❤❤❤
KGn-erOG-Bs,❤😊
KGn-erOG-Bs,Laal pari
KGn-erOG-Bs,Msrtc laal pari😂😂😂
KGn-erOG-Bs,Song starts - lal pari - end lal pari😂 whole song depends on lal pari
KGn-erOG-Bs,😂😂😂 0:40
KGn-erOG-Bs,Msstt🎉
KGn-erOG-Bs,YouTube Algorithm Hacked By Yo Yo Army 😋😋😋
KGn-erOG-Bs,Yo Yo ka Music Red wine ka nasha dhire dhire surur bnata hai❤❤❤
KGn-erOG-Bs,Yo Yo Music ❤❤❤
KGn-erOG-Bs,Saara Gaana Female singer ne gaaya aur comment me credit Honey singh le gya 🤦. Mai honey Singh ka hater nhi hu
KGn-erOG-Bs,Yoyo is fire
KGn-erOG-Bs,👍🏿👍🏿👍🏿👍🏿👍🏿👍🏿👍🏿👍🏿👍🏿🆘🥳🕘🆘🕘🥳🥳😂🥳🔞🥳🔞🥳🔞🥳🆘🔞😴🕘♥️🕘⚱️🔕😋🔕😚😋😚🔕⚱️🔕🕘⚱️🕘🔕🆘🕘🕥🆘🥳
KGn-erOG-Bs,👌👌👌
KGn-erOG-Bs,🎉🎉🎉
KGn-erOG-Bs,Comeback into 100/100😂😂😂❤❤❤❤
KGn-erOG-Bs,"Best Song Of Honey Singh After So Many Years as a Lyricist and Music, Female Singer Rocks in The  song"
KGn-erOG-Bs,Thanks to this film cast...jiski wajah se abhishek Bachchan ka ghr chal rha
KGn-erOG-Bs,Simar Kaur....
KGn-erOG-Bs,😢sindh kaaa brand laal pari
KGn-erOG-Bs,just good vibe from the song lol
KGn-erOG-Bs,Yo yo honey singh ❤
KGn-erOG-Bs,फुल बवासीर😂😂
KGn-erOG-Bs,Super hit
KGn-erOG-Bs,😂😂😂😂😂😂😂😂😂😂😂😂
KGn-erOG-Bs,Only Soundarya Sharma look like very beautiful wonderful because it's different face of Bollywood
KGn-erOG-Bs,Yo Yo Honey singhhhhhhh👑
KGn-erOG-Bs,Honey paaji fans❤❤❤
KGn-erOG-Bs,All chhapri One frame
KGn-erOG-Bs,❤❤❤
KGn-erOG-Bs,KahA hai badshah honey singh is back to bollywood
KGn-erOG-Bs,❤❤❤❤
KGn-erOG-Bs,😊😊😊
KGn-erOG-Bs,Nice song ❤❤❤❤
KGn-erOG-Bs,Super 😊
KGn-erOG-Bs,🔥🔥🔥
KGn-erOG-Bs,❤❤❤
KGn-erOG-Bs,❤❤❤
KGn-erOG-Bs,How much pay this song
KGn-erOG-Bs,Guys aaj 60M ho jai
KGn-erOG-Bs,Wah no1 treading 🎉😊😮
KGn-erOG-Bs,Honey Singh paaji 🥵
KGn-erOG-Bs,Lal pari 🔥❤️
KGn-erOG-Bs,🎉
KGn-erOG-Bs,Wow my god 🎉🎉
KGn-erOG-Bs,Yo Yo honey singh best
KGn-erOG-Bs,❤❤❤❤❤
KGn-erOG-Bs,🐐
KGn-erOG-Bs,1:51 ❤
KGn-erOG-Bs,1:06 ❤❤
KGn-erOG-Bs,4th couple?
KGn-erOG-Bs,❤❤❤❤
KGn-erOG-Bs,👇🏻👇🏻👇🏻👇🏻👇🏻👇🏻
KGn-erOG-Bs,Subscribe pleased😢😢
KGn-erOG-Bs,fire 🔥
KGn-erOG-Bs,Kehndi Yo yo honey singh
KGn-erOG-Bs,Bdia
KGn-erOG-Bs,"Yeah Trending No. 1
Our Yo! Yo! HONEY Singh 🔥🔥"
KGn-erOG-Bs,"कोई चराग़ जलाता नहीं सलीक़े से,
मगर सभी को शिकायत हवा से होती है"
KGn-erOG-Bs,"कोई चराग़ जलाता नहीं सलीक़े से,
मगर सभी को शिकायत हवा से होती है"
KGn-erOG-Bs,"कोई चराग़ जलाता नहीं सलीक़े से,
मगर सभी को शिकायत हवा से होती है"
KGn-erOG-Bs,Stupid song.
KGn-erOG-Bs,❤❤🎉🎉🎉🎉🎉
KGn-erOG-Bs,Trending in 5 in Nepal
KGn-erOG-Bs,"कोई चराग़ जलाता नहीं सलीक़े से,
मगर सभी को शिकायत हवा से होती है

Er manoj"
KGn-erOG-Bs,"कोई चराग़ जलाता नहीं सलीक़े से,
मगर सभी को शिकायत हवा से होती है

 Er Manoj"
KGn-erOG-Bs,Student gather
KGn-erOG-Bs,HOUSEFULL 5 perfect song
KGn-erOG-Bs,My god honey going through the fire man. 🔥🔥🔥🔥 Let's go 2014 vibe. To conquer the world 😈😈.
KGn-erOG-Bs,Yoyo is finally back. 😢😢
KGn-erOG-Bs,"Thanks for appreciating this verse so much
I am seeing that this song is getting popular after one and half year
Thanks for your love and support"
KGn-erOG-Bs,"Party Daaru ladki se kabhi upar nahi uth paaya honey singh.. 

Kaise kaise wahiyat gaane banata hai."
KGn-erOG-Bs,Ye song osm hai but kuch kahenge ki duplicate content hai 🎉🎉🎉🎉😂😂
KGn-erOG-Bs,सव रहेगा पेंडिंग में मेरा भाई रहेगा ट्रेन्डिंग में 😘
KGn-erOG-Bs,Honey pajii ❤❤❤❤❤❤🔥🔥🔥
KGn-erOG-Bs,59
KGn-erOG-Bs,Red cap Head swing move copycat.....issue Escalated.
KGn-erOG-Bs,60 million bohot jaldiii😂🎉🎉
KGn-erOG-Bs,Keep supporting guys 2 milion subscriber family 😂
KGn-erOG-Bs,Jacy rocks here
KGn-erOG-Bs,jonny walker { red level }
KGn-erOG-Bs,Lyrics: ALFAZ 🤍🌸
KGn-erOG-Bs,Nice movie
KGn-erOG-Bs,Lall pari ❤❤❤❤❤ ameging lall pari
KGn-erOG-Bs,Yo yo honey singh ji sab ka baap hai 😂😂 pawer of yo yo h s ❤
KGn-erOG-Bs,This is all of honey singh power
KGn-erOG-Bs,This song is sound like my childhood song ...rail chali bhai rail chali 😁
KGn-erOG-Bs,Sach main accha gaya hai ye song maza aagaya🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉
KGn-erOG-Bs,😂😂😂😂😂😂😂
KGn-erOG-Bs,Mangwado koi lal pari
KGn-erOG-Bs,Waah kya lyrics hai 😂
KGn-erOG-Bs,1:38
KGn-erOG-Bs,😅
KGn-erOG-Bs,😮
KGn-erOG-Bs,16 days ho Gaye phir BH I trending we nhi hata ❤
KGn-erOG-Bs,😊😊
KGn-erOG-Bs,Love from Bangladesh ❤
KGn-erOG-Bs,Kon kon roj views dekhne ata hai 😊
KGn-erOG-Bs,Lal pari 😂😂😂
KGn-erOG-Bs,Bluetooth Era back. 😻✨
KGn-erOG-Bs,❤❤❤❤❤❤❤
KGn-erOG-Bs,❤
KGn-erOG-Bs,🎉
KGn-erOG-Bs,Thanks for subscribe 1k
KGn-erOG-Bs,Yo yo honey Singh❤❤❤❤❤❤❤❤❤❤❤❤❤
KGn-erOG-Bs,Bhai log aaj 60M ho jai
KGn-erOG-Bs,Yo Yo Honey Singh 🔥🔥
KGn-erOG-Bs,"Bhai log 
aaj 60M hojana chaye l🎉"
KGn-erOG-Bs,Cheap.
KGn-erOG-Bs,Neha kakkar se bhi jyada besuri.... N kaam phad..... 😂
KGn-erOG-Bs,🎉
KGn-erOG-Bs,❤
KGn-erOG-Bs,These days honey singh knows how to ruin a  song with his rap
KGn-erOG-Bs,Honey Singh 🔥
KGn-erOG-Bs,SidhuMooseWala ☝️
KGn-erOG-Bs,Yo Yo ❤
KGn-erOG-Bs,Hit for 1 million like❤❤
KGn-erOG-Bs,Female voice awesome
KGn-erOG-Bs,Sonam bajwa good dancer ❤❤❤❤
KGn-erOG-Bs,59✅️
KGn-erOG-Bs,Tading on bosss😮😮
KGn-erOG-Bs,A10 after hearing this song🥲
KGn-erOG-Bs,1M. likes complete kardo guys next level wibe hai 🔥🔥🔥🔥👑🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🤟❤️❤️❤️❤️❤️❤️
KGn-erOG-Bs,"Still thinking.... 🤔 
What is this Laal pari ??
Ps. Anyone can help"
KGn-erOG-Bs,Kuch log kah rhe the ki comeback nhi ho rha ab industry se gayab kar diya yoo yoo ne😂😂😂
KGn-erOG-Bs,Let's go Housefull 5 🔥
KGn-erOG-Bs,"*60 MILLION COMPLETE* ❤
*NEXT TARGET 100 MILLION* 😍"
KGn-erOG-Bs,"*Mera ranjha bottle kholega*
*Koi na beech mein bolega*
*Chahe mujhko gaal padi*
*Mangwa do phir bhi laal pari* ❤"
KGn-erOG-Bs,Nice song 😻😻😻
KGn-erOG-Bs,😈😎🫦👅👄
KGn-erOG-Bs,❤❤
KGn-erOG-Bs,Yoyo❤❤❤
KGn-erOG-Bs,Honey sing is back 🎉❤
KGn-erOG-Bs,42k like kam pad rhe hai 1M me karva do guys❤
KGn-erOG-Bs,🔥♥️🔥🔥🔥♥️🔥♥️♥️♥️♥️
KGn-erOG-Bs,Jacqueline and saudarya moves...OMG01:42🔥🔥🔥🔥🔥
KGn-erOG-Bs,Lal pari😮😮
KGn-erOG-Bs,❤❤❤❤
KGn-erOG-Bs,Mkc.     Yo yoo
KGn-erOG-Bs,Tapasya karni padegi laal pari ke liye 😅😂
KGn-erOG-Bs,मुझे भी चाहिए लाल परी❤
KGn-erOG-Bs,लाल परी ❤
KGn-erOG-Bs,लाल परी ❤
KGn-erOG-Bs,लाल परी ❤
KGn-erOG-Bs,Pari pari ❤ लाल परी ❤
KGn-erOG-Bs,20 ko kon kon dekh raha hai
KGn-erOG-Bs,🔥🔥🔥🔥
KGn-erOG-Bs,❤❤❤
KGn-erOG-Bs,❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤
KGn-erOG-Bs,Ye honey Singh जानवर है singers ka carrier khaa raha hai 😢😢😢
KGn-erOG-Bs,Vitalik u know who
KGn-erOG-Bs,0:25❤❤❤❤❤❤
KGn-erOG-Bs,0:26❤❤❤❤
KGn-erOG-Bs,I love this one HAHAHAH
KGn-erOG-Bs,भाई मेरा कमेंट पिन कर दो प्लीज
KGn-erOG-Bs,Mangwado ham ko pani puri 😂😂😂
KGn-erOG-Bs,shout out to simran kaur 😍😍 for taking whole song on next level
KGn-erOG-Bs,Jio lal pari so nice song jio honney singh ♥️♥️♥️♥️
KGn-erOG-Bs,How many of you first listen as Mera Ganja botal kholega :D
KGn-erOG-Bs,Lal pari... Nice song 😮😮🎉🎉
KGn-erOG-Bs,Yo Yo
KGn-erOG-Bs,Disaster 🤮
KGn-erOG-Bs,0:39
KGn-erOG-Bs,0:32 0:32 0:32 0:33
KGn-erOG-Bs,🎉🎉🎉🎉🎉🎉
KGn-erOG-Bs,20230 tending song 🎉
KGn-erOG-Bs,Aajkal badshah bhai nhi dikhai de raha😂😂😂😂
KGn-erOG-Bs,Yeah
KGn-erOG-Bs,كممككمككك كممككمككك ككمككمكككك
KGn-erOG-Bs,Laal pari means?
KGn-erOG-Bs,🎉🎉🎉
KGn-erOG-Bs,fuckin hot moves jack have 🤤🤤🤤 yoooh sick 💦
KGn-erOG-Bs,🤩👌🏻👌🏻
KGn-erOG-Bs,Yo yo only ❤❤❤❤❤❤❤❤
KGn-erOG-Bs,Awesome👍👍👏👏👏👏
KGn-erOG-Bs,"Sound kam ho gya ab audio ka 🥲
Kis kis ne notice kiya"
KGn-erOG-Bs,yo yo is back❤
KGn-erOG-Bs,Next target 60 mn 🎉🎉🎉
KGn-erOG-Bs,Tikka pok kr rha yoyo amry kaha ho 😢😢😢
KGn-erOG-Bs,My friend ❤
KGn-erOG-Bs,❤
KGn-erOG-Bs,Yo Yo
KGn-erOG-Bs,Old yo yo vibe yr 🔥🔥🔥
KGn-erOG-Bs,Anyone 20 may❤😂
KGn-erOG-Bs,Awesome paaji g
KGn-erOG-Bs,Wah ❤ abhi tak #1 py kamal hai
KGn-erOG-Bs,Yo yo honey Singh ❤️‍🔥
KGn-erOG-Bs,Finally old yoyo voice back 😢😢
KGn-erOG-Bs,🎉
KGn-erOG-Bs,Yo yo bhi op
KGn-erOG-Bs,Bro i am in love with this song ..also loved the MV .Female singer part is so good And Yo Yo killed with the music. And Sonam Bajwa ..damn she slayed .Her screen presence here 🤌🏻❤️‍🔥
KGn-erOG-Bs,❤
KGn-erOG-Bs,❤❤
KGn-erOG-Bs,❤❤❤
KGn-erOG-Bs,❤❤❤❤
KGn-erOG-Bs,❤❤❤❤❤
KGn-erOG-Bs,Yo yo honey Singh ❤❤
KGn-erOG-Bs,My favorite one yo yo❤
KGn-erOG-Bs,दारू पीने वाला पियकर ऐसे गाने लिखेगा।। हमारे आने वाले बच्चों को यही सिखाएगा।।
KGn-erOG-Bs,❤❤❤
KGn-erOG-Bs,*kon kon ye movie ki raah dekh raha he*
KGn-erOG-Bs,Yo yo honey Singh ❤
KGn-erOG-Bs,Trending no 1 pr laao yoyo 🪖🪖
KGn-erOG-Bs,Awesome 😎💯 ❤🎉 majà gya ❤ song me. Me❤❤
KGn-erOG-Bs,That lady voice make this song  another level
KGn-erOG-Bs,Subscribe kar do
KGn-erOG-Bs,Miss Neha Kakkar ❤
KGn-erOG-Bs,Yoyo bhai always tranding 🎉❤
KGn-erOG-Bs,Koi female singer ko 🎉🎉
KGn-erOG-Bs,"Who is watching in 2025❓
👇"
KGn-erOG-Bs,Koi yo yo ko samjhao
KGn-erOG-Bs,Yo yo honey singh
KGn-erOG-Bs,2:01 yo yo vibe ❤💥🔥❤️‍🔥
KGn-erOG-Bs,Hi
KGn-erOG-Bs,"Yo yo Paaji you're extreme level rapper 
Love from Arunachal Pradesh"
KGn-erOG-Bs,❤❤❤❤
KGn-erOG-Bs,❤❤❤
KGn-erOG-Bs,Trending 🔥🤙🏻
KGn-erOG-Bs,❤❤❤❤❤❤❤❤
KGn-erOG-Bs,"Old honey singh is back ❤❤❤
Big fan🪭🪭🪭"
KGn-erOG-Bs,Baap Of Music Industry Wapis apne roop me aagaya h Yo Yo Honey Singaaa!🤟😎
KGn-erOG-Bs,Chitrangdha singh kitni sundar lg rhi yaar
KGn-erOG-Bs,Thanks for 10o subscriber😮
KGn-erOG-Bs,♥️♥️♥️💕💕💕
KGn-erOG-Bs,😅😊
KGn-erOG-Bs,geoooo yoyoo😎
KGn-erOG-Bs,1 ghante pahle suna aur  ab fir se a Gaya😂😅
KGn-erOG-Bs,DHH ka baap yo yo ❤🎉
