video_id,comment,processed_comment,analyzed_sentiment,sarcasm
KGn-erOG-Bs,How many of you first listen as Mera Ganja botal kholega :D,how many of you first listen as mera ganja botal kholega d,neutral,Sarcastic
KGn-erOG-Bs,Yo Yo,yo yo,neutral,Sarcastic
KGn-erOG-Bs,fuckin hot moves jack have 🤤🤤🤤 yoooh sick 💦,fuckin hot moves jack have yoooh sick,negative,Sarcastic
KGn-erOG-Bs,Yo Yo,yo yo,neutral,Sarcastic
KGn-erOG-Bs,Yo yo honey Singh ❤️‍🔥,yo yo honey singh,neutral,Sarcastic
KGn-erOG-Bs,Finally old yoyo voice back 😢😢,finally old yoyo voice back,neutral,Sarcastic
KGn-erOG-Bs,Bro i am in love with this song ..also loved the MV .Female singer part is so good And Yo Yo killed with the music. And Sonam Bajwa ..damn she slayed .Her screen presence here 🤌🏻❤️‍🔥,bro am in love with this song also loved the mv female singer part is so good and yo yo killed with the music and sonam bajwa damn she slayed her screen presence here,positive,Sarcastic
KGn-erOG-Bs,Yo yo honey Singh ❤❤,yo yo honey singh,neutral,Sarcastic
KGn-erOG-Bs,Yo yo honey Singh ❤,yo yo honey singh,neutral,Sarcastic
KGn-erOG-Bs,That lady voice make this song  another level,that lady voice make this song another level,positive,Sarcastic
KGn-erOG-Bs,"Who is watching in 2025❓
👇",who is watching in,neutral,Sarcastic
KGn-erOG-Bs,"Yo yo Paaji you're extreme level rapper 
Love from Arunachal Pradesh",yo yo paaji you re extreme level rapper love from arunachal pradesh,positive,Sarcastic
KGn-erOG-Bs,"Old honey singh is back ❤❤❤
Big fan🪭🪭🪭",old honey singh is back big fan,positive,Sarcastic
KGn-erOG-Bs,Baap Of Music Industry Wapis apne roop me aagaya h Yo Yo Honey Singaaa!🤟😎,baap of music industry wapis apne roop me aagaya yo yo honey singaaa,neutral,Sarcastic
KGn-erOG-Bs,Thanks for 10o subscriber😮,thanks for subscriber,positive,Sarcastic
KGn-erOG-Bs,old vibe a fter a really long time,old vibe fter really long time,neutral,Sarcastic
KGn-erOG-Bs,One bottle down 2.0 coming soon!!!!!,one bottle down coming soon,neutral,Sarcastic
KGn-erOG-Bs,Nice look song 🍀,nice look song,positive,Sarcastic
KGn-erOG-Bs,Agle 7 saal frse 😂😂😂❤❤❤ Honey Singh ❤🎉😊,agle saal frse honey singh,neutral,Sarcastic
KGn-erOG-Bs,feel old honey Singh voice 😅,feel old honey singh voice,negative,Sarcastic
KGn-erOG-Bs,"All time block booster.... 😅 
... 👌 super party song 🎵",all time block booster super party song,neutral,Sarcastic
KGn-erOG-Bs,Awesome 👌 yo yo honey Rock 🎉,awesome yo yo honey rock,positive,Not Sarcastic
KGn-erOG-Bs,Old Era is back 🗿🗿,old era is back,neutral,Sarcastic
KGn-erOG-Bs,Yo yo honey Singh 🤘😎🤏,yo yo honey singh,neutral,Sarcastic
KGn-erOG-Bs,Top of the year❤❤,top of the year,neutral,Sarcastic
KGn-erOG-Bs,Where is yoyo paji,where is yoyo paji,neutral,Sarcastic
KGn-erOG-Bs,"Yo Yo just reloaded 😎👑""",yo yo just reloaded,neutral,Not Sarcastic
KGn-erOG-Bs,Jhat barabar lyrics meaning only for video viewa agya man lo dost jis gana ke hook pe honey Singh ko tm pasand krte he wo ab lout ke nyy ane wlaa that too claimed by other singer ki unka likha hua h 🥲,jhat barabar lyrics meaning only for video viewa agya man lo dost jis gana ke hook pe honey singh ko tm pasand krte he wo ab lout ke nyy ane wlaa that too claimed by other singer ki unka likha hua,positive,Sarcastic
KGn-erOG-Bs,Back honey Singh 🎉🎉🎉,back honey singh,neutral,Sarcastic
KGn-erOG-Bs,Abe pure song surf lal pri se bhara ho bska song😂😂,abe pure song surf lal pri se bhara ho bska song,positive,Sarcastic
KGn-erOG-Bs,Is this a song Bollywood is seriously getting shitting with passing time😂😂😂,is this song bollywood is seriously getting shitting with passing time,negative,Sarcastic
KGn-erOG-Bs,This is amazing  LAAL PARI   NO 1 TRENDING ❤❤🎉Song,this is amazing laal pari no trending song,positive,Sarcastic
KGn-erOG-Bs,Saundarya looking best here ❤,saundarya looking best here,positive,Sarcastic
KGn-erOG-Bs,16 days continuous trending 1👑,days continuous trending,neutral,Sarcastic
KGn-erOG-Bs,Push it for #1 again 😢😢😢😢😢😢😢,push it for again,negative,Sarcastic
KGn-erOG-Bs,Yo yo honey singh ne lyrics likhe after so long just wow ❤❤❤❤❤❤,yo yo honey singh ne lyrics likhe after so long just wow,positive,Not Sarcastic
KGn-erOG-Bs,Sonam is ❤,sonam is,negative,Sarcastic
KGn-erOG-Bs,Honey ❤❤,honey,neutral,Sarcastic
KGn-erOG-Bs,May Youtube hu,may youtube hu,neutral,Sarcastic
KGn-erOG-Bs,Yo yo honey Singh ❤,yo yo honey singh,neutral,Sarcastic
KGn-erOG-Bs,"Yo Yo Honey is back with wonderful song. And female vocalist lifted this song upper level📈

Kudi kehndi yo yo honey singa🤟🤟",yo yo honey is back with wonderful song and female vocalist lifted this song upper level kudi kehndi yo yo honey singa,positive,Sarcastic
KGn-erOG-Bs,Yo yo honey Singh is back,yo yo honey singh is back,neutral,Sarcastic
KGn-erOG-Bs,Only dance o,only dance o,neutral,Sarcastic
KGn-erOG-Bs,Bluetooth era is back ❤❤,bluetooth era is back,neutral,Sarcastic
KGn-erOG-Bs,Yo yo honey singh ❤,yo yo honey singh,neutral,Sarcastic
KGn-erOG-Bs,Allready Blockbuster Ho Gaya 🗿🗿,allready blockbuster ho gaya,neutral,Sarcastic
KGn-erOG-Bs,100 million cross karwao bhai log 1 month ke andar ❤❤,million cross karwao bhai log month ke andar,neutral,Sarcastic
KGn-erOG-Bs,Box office collection 📈📈,box office collection,neutral,Sarcastic
KGn-erOG-Bs,Kudos to Simar Kaur and Yo Yo Honey Singh,kudos to simar kaur and yo yo honey singh,positive,Sarcastic
KGn-erOG-Bs,Yoyo honey Singh 🔥🦁💯💯💯,yoyo honey singh,neutral,Sarcastic
KGn-erOG-Bs,Old honey sing back,old honey sing back,neutral,Sarcastic
KGn-erOG-Bs,Honey Singh 🤩🤩,honey singh,neutral,Sarcastic
KGn-erOG-Bs,Only Jacqueline nd sonam bajwa giving justice to acting nd the song,only jacqueline nd sonam bajwa giving justice to acting nd the song,negative,Sarcastic
KGn-erOG-Bs,Very nice song,very nice song,positive,Sarcastic
KGn-erOG-Bs,16 day's still on Trending #1⚡,day still on trending,neutral,Not Sarcastic
KGn-erOG-Bs,Yo yo honey Singh is the best 👌0:59,yo yo honey singh is the best,positive,Sarcastic
KGn-erOG-Bs,Abhishek bachan fans please come🎉,abhishek bachan fans please come,neutral,Sarcastic
KGn-erOG-Bs,The next level song h yrr,the next level song yrr,neutral,Sarcastic
KGn-erOG-Bs,ApnaYoYo Sabka YoYo Back to Back hits🗿,apnayoyo sabka yoyo back to back hits,neutral,Sarcastic
KGn-erOG-Bs,0:08 this line was lit🔥🔥,this line was lit,negative,Not Sarcastic
KGn-erOG-Bs,Thankyou for 1k subscribe 🎉❤,thankyou for subscribe,positive,Sarcastic
KGn-erOG-Bs,Ismein villain Jacky Shroff hai,ismein villain jacky shroff hai,neutral,Sarcastic
KGn-erOG-Bs,Thank You For 1 Subscribe 😢,thank you for subscribe,positive,Sarcastic
KGn-erOG-Bs,Awesome mind blowing fantastic yo yo Honey Singh lovely singer oh my God,awesome mind blowing fantastic yo yo honey singh lovely singer oh my god,positive,Not Sarcastic
KGn-erOG-Bs,Comments karte raho bhai log,comments karte raho bhai log,neutral,Sarcastic
KGn-erOG-Bs,Yo yo honey Singh 🔥🔥🔥🔥👑,yo yo honey singh,neutral,Sarcastic
KGn-erOG-Bs,Yo yo honey Singh 😎,yo yo honey singh,neutral,Sarcastic
KGn-erOG-Bs,Thanks for 700 subscribers ❤🎉,thanks for subscribers,positive,Sarcastic
KGn-erOG-Bs,Put your handsup 🙌,put your handsup,neutral,Sarcastic
KGn-erOG-Bs,"Be ready for yo yo paji comeback ......
Bigger than GTA 6 ....",be ready for yo yo paji comeback bigger than gta,positive,Sarcastic
KGn-erOG-Bs,17 days and still no1 trending,days and still no trending,negative,Sarcastic
KGn-erOG-Bs,Yo yo honey singh in the house bby ❤,yo yo honey singh in the house bby,neutral,Sarcastic
KGn-erOG-Bs,What a Vibe ylll 😯 YO YO SIR IS 🔥🔥🔥,what vibe ylll yo yo sir is,neutral,Sarcastic
